864825289641250816;#maisvoce;[0,-1,-1,-1,-1,-1,-1];2;-1;test
864681365442310145;#masterchefbr;[0,1,1,1,1,1,1];0;1;test
864703395772473345;#TheNoite;[1,1,1,1,1,1,1];0;1;test
864143870803795971;#encontro;[0,0,-1,1,1,0,-1];1;0;test
864627319448772610;#masterchefbr;[0,1,1,1,1,1,1];1;1;test
862840424184074243;#masterchefbr;[1,1,1,1,1,1,1];0;1;test
862667600651845633;#encontro;[0,1,1,1,0,1,1];2;1;test
864706599750959104;#TheNoite;[1,1,1,1,1,1,1];0;1;test
862683077440663553;#encontro;[0,1,-1,1,0,0,0];1;0;test
865630062480994304;#videoShowAoVivo;[1,1,1,1,1,1,1];0;1;test
864448983867019264;#maisvoce;[-1,-1,-1,-1,0,-1,-1];1;-1;test
862169273359376384;#masterchefbr;[-1,-1,-1,-1,-1,-1,-1];0;-1;test
862004019534942208;#videoShowAoVivo;[0,1,0,1,0,0,0];0;0;test
862308879220318208;#encontro;[1,1,1,1,1,1,1];0;1;test
864328370150154240;#TheNoite;[1,1,1,1,0,1,1];1;1;test
864674894126174208;#masterchefbr;[0,-1,-1,-1,-1,-1,-1];0;-1;test
863591188028424192;#altasHoras;[0,1,1,1,0,1,1];1;1;test
864661971555287044;#masterchefbr;[0,-1,-1,-1,0,-1,-1];1;-1;test
864164468938477569;#videoShowAoVivo;[0,1,1,1,1,0,1];0;1;test
862673399839166464;#encontro;[1,1,1,1,1,1,1];0;1;test
864661180710834176;#masterchefbr;[0,-1,-1,-1,-1,-1,-1];2;-1;test
865572140782845953;#encontro;[-1,-1,-1,0,-1,-1,-1];1;-1;test
862879878571491330;#TheNoite;[0,-1,0,0,0,-1,-1];0;0;test
865574215738511360;#encontro;[-1,-1,-1,-1,-1,-1,-1];0;-1;test
864662798655270912;#masterchefbr;[0,1,0,0,0,-1,1];0;0;test
861282599641243648;#DomingoLegal;[0,1,0,1,0,0,1];1;0;test
865426606084562944;#ConversaComBial;[1,1,1,1,1,1,1];0;1;test
865218334001856512;#encontro;[0,-1,-1,-1,-1,-1,-1];1;-1;test
863591134106447872;#altasHoras;[-1,-1,-1,-1,-1,-1,-1];0;-1;test
862668775333781504;#encontro;[0,1,1,1,1,1,0];0;1;test
863586143396298752;#altasHoras;[1,1,1,1,1,1,1];0;1;test
864685413222449152;#masterchefbr;[-1,-1,-1,0,-1,-1,-1];0;-1;test
862723945564442625;#videoShowAoVivo;[0,1,0,0,0,0,0];0;0;test
864901146552520704;#videoShowAoVivo;[-1,-1,0,-1,0,-1,-1];1;-1;test
862156476244267008;#masterchefbr;[-1,-1,-1,-1,-1,-1,-1];0;-1;test
863255878560079872;#ConversaComBial;[1,1,1,1,1,1,1];0;1;test
864710167052660737;#TheNoite;[0,-1,-1,1,1,-1,-1];1;-1;test
864532314096848897;#videoShowAoVivo;[1,1,1,1,1,1,1];0;1;test
864179611869081600;#videoShowAoVivo;[0,-1,1,0,0,0,0];3;0;test
864679780549046272;#masterchefbr;[0,1,-1,0,0,0,0];2;0;test
865217378854084608;#encontro;[1,1,1,1,0,1,1];0;1;test
862155212550746113;#masterchefbr;[-1,-1,-1,-1,-1,-1,-1];1;-1;test
865055312977559552;#TheNoite;[1,1,1,1,1,1,1];1;1;test
863004413455216641;#maisvoce;[0,-1,-1,-1,0,-1,-1];0;-1;test
864875331890667520;#videoShowAoVivo;[0,0,0,0,0,0,0];0;0;test
864468709225754624;#maisvoce;[-1,-1,-1,-1,-1,-1,-1];0;-1;test
863044595579588608;#encontro;[0,1,0,-1,-1,-1,-1];2;-1;test
863786967590469632;#DomingoLegal;[0,1,0,0,0,0,0];0;0;test
864651989925408768;#masterchefbr;[0,1,0,1,0,1,0];1;0;test
863586893769961472;#altasHoras;[0,1,0,0,0,1,1];1;0;test
864657954850705412;#masterchefbr;[1,1,1,1,1,1,1];0;1;test
865629121673441280;#videoShowAoVivo;[-1,-1,-1,-1,-1,-1,-1];0;-1;test
863587184653324288;#altasHoras;[1,1,1,1,1,1,1];0;1;test
862140095364816897;#masterchefbr;[-1,-1,-1,-1,-1,-1,-1];0;-1;test
863246926002761728;#ConversaComBial;[0,-1,-1,0,0,0,0];3;0;test
